repository,total_loc,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std,repository_full_name,popularidade_estrelas,atividade_releases,maturidade_anos
flink-cdc,114441,8.285943345804382,5.0,8.988466177827208,1.4628540887226082,1.0,0.8971637898757894,30.128808123997864,1.0,199.25511280048707,apache/flink-cdc,6218,22,5.12
flink-learning,14454,4.280405405405405,3.0,4.46976166909552,1.1300675675675675,1.0,0.3655762835791762,3.300675675675676,0.0,18.48255590115005,zhisheng17/flink-learning,14927,0,6.69
flink-recommandSystem-demo,1835,3.727272727272727,3.0,3.778876063887264,1.077922077922078,1.0,0.2698066445201162,6.402597402597403,1.0,15.620718141941907,water8394/flink-recommandSystem-demo,4421,0,6.33
flink,987531,7.227452830188679,5.0,8.835133772362898,1.6286792452830188,1.0,1.8389438202972743,38.00570754716981,1.0,1272.074637587751,apache/flink,25246,0,11.26
FloatingActionButton,2805,4.638297872340425,2.0,7.376300274218111,1.3829787234042554,1.0,0.7676387139726861,139.68085106382978,0.0,691.8437592650833,Clans/FloatingActionButton,5206,14,10.48
FloatingActionButton,2805,4.638297872340425,2.0,7.376300274218111,1.3829787234042554,1.0,0.7676387139726861,139.68085106382978,0.0,691.8437592650833,makovkastar/FloatingActionButton,3994,0,11.14
floatingsearchview,4170,3.5703703703703704,2.0,7.118968503116816,1.1777777777777778,1.0,0.4710525950079052,26.28148148148148,0.0,242.91868462733044,arimorty/floatingsearchview,3535,0,9.8
FloatWindow,1473,3.772727272727273,2.0,4.136415909341426,1.2727272727272727,1.0,0.5440432764778562,9.727272727272728,1.0,27.38219047446175,yhaolpz/FloatWindow,4197,9,7.82
flowable-engine,519994,6.592945128779395,4.0,9.480109595457613,1.6698768197088465,1.0,1.0561987039144125,152.8787234042553,1.0,2943.146208768524,flowable/flowable-engine,8705,28,8.91
FlowLayout,810,4.323529411764706,3.0,3.811629638239887,1.411764705882353,1.0,0.5569204860727307,5.0,0.0,16.00757396492124,hongyangAndroid/FlowLayout,5597,0,10.04
flutter-webrtc,8277,6.633333333333334,3.0,11.484674693215682,1.2222222222222223,1.0,0.6833127794478923,36.65555555555556,0.0,211.17691401697493,flutter-webrtc/flutter-webrtc,4372,132,7.52
FlycoTabLayout,2730,6.454545454545454,3.0,8.867394308261126,1.5454545454545454,1.0,0.7111130839619098,223.0909090909091,1.0,720.4494414789095,H07000223/FlycoTabLayout,11124,4,9.84
flyway,31247,5.96969696969697,4.0,5.800515236726325,1.5041322314049588,1.0,0.9391761637885988,53.19559228650138,1.0,622.7720767840548,flyway/flyway,9082,266,12.74
folding-cell-android,812,4.142857142857143,2.0,4.51979771987325,1.3333333333333333,1.0,0.4830458915396479,13.38095238095238,0.0,37.52129554063424,Ramotion/folding-cell-android,4902,0,9.45
ForestBlog,2437,5.104651162790698,3.0,5.264820134947781,1.069767441860465,1.0,0.2562488530553892,12.686046511627907,0.0,46.04378009419423,saysky/ForestBlog,4667,0,7.93
fory,78831,5.30993745656706,3.0,7.614301377146199,2.200833912439194,1.0,4.307944515918101,38.39054899235581,0.0,258.41682928456305,apache/fory,3435,49,2.37
Fragmentation,8981,5.232394366197183,3.0,5.164660416227815,1.7077464788732395,1.0,1.0972869815833148,15.116197183098592,0.0,102.26939353165253,YoKeyword/Fragmentation,9725,30,9.55
freeline,5357,3.8,3.0,4.62439992073195,1.6074074074074074,1.0,1.5066831035661037,13.866666666666667,1.0,63.53677980555595,alibaba/freeline,5461,22,9.11
freeplane,165566,4.548060708263069,3.0,6.398254998675953,1.5646430578976953,1.0,1.290373529256242,48.43310848791456,0.0,533.810147888991,freeplane/freeplane,3441,10,12.99
fresco,50440,6.64739336492891,5.0,6.850866669903775,1.4180094786729858,1.0,0.8930778602261947,28.76208530805687,0.0,128.78345269578304,facebook/fresco,17139,55,10.53
from-java-to-kotlin,37,0.5,0.5,0.7071067811865476,1.0,1.0,0.0,0.0,0.0,0.0,amitshekhariitbhu/from-java-to-kotlin,6292,0,8.31
frontend-maven-plugin,3717,5.595959595959596,3.0,6.246499741355875,1.7272727272727273,1.0,0.9456471903063652,7.05050505050505,1.0,28.254085396258287,eirslett/frontend-maven-plugin,4323,0,12.03
ftgo-application,6868,5.345945945945946,3.0,5.557221166855,1.1891891891891893,1.0,0.6391829912941789,8.191891891891892,0.0,31.006572241321724,microservices-patterns/ftgo-application,3627,0,7.89
Gadgetbridge,242946,5.379522184300341,3.0,8.631047641257654,1.8339021615472129,2.0,1.443263870658474,38.69419795221843,0.0,335.3889558517678,Freeyourgadget/Gadgetbridge,4398,0,10.68
GCViewer,20453,5.274914089347079,4.0,4.803018760814061,2.1649484536082477,1.0,2.335691933384759,49.0446735395189,1.0,236.70604802118356,chewiebug/GCViewer,4585,5,13.89
GDA-android-reversing-Tool,567,2.5625,2.5,1.459166428707386,1.0,1.0,0.0,57.375,0.0,228.1680301882803,charles2gan/GDA-android-reversing-Tool,4550,40,7.86
GeekNews,11939,4.626423690205011,2.0,5.2234834781552415,1.4464692482915718,1.0,0.9172273428553016,10.009111617312072,0.0,37.64979104993746,codeestX/GeekNews,3507,0,9.1
generator,68036,7.809006211180124,5.0,7.745114123756216,1.9596273291925463,2.0,1.054465665219848,88.08540372670808,3.0,450.6623711695627,mybatis/generator,5312,11,12.58
geoserver,764176,7.235658914728682,5.0,8.609737755694226,1.8201550387596896,1.0,1.4612011070216455,43.948429212566296,1.0,396.7868190585775,geoserver/geoserver,4136,62,13.83
gephi,125587,4.480117203850984,3.0,4.879893522432391,1.6726663876098786,1.0,1.671770883644013,24.68396818752616,0.0,124.29916833148356,gephi/gephi,6205,19,13.89
Geyser,59730,8.23904052936311,6.0,10.673973316596882,1.965260545905707,1.0,1.5495515648382756,34.546732837055416,1.0,464.4716249732524,GeyserMC/Geyser,5213,0,6.18
GhidraMCP,1219,16.333333333333332,4.0,24.90649179096352,1.6666666666666667,2.0,0.5773502691896257,459.0,3.0,792.4146641752662,LaurieWired/GhidraMCP,5859,5,0.47
giffun,22397,5.382845188284519,3.0,6.834206008172902,1.2782426778242677,1.0,0.6635046456344963,25.338912133891213,1.0,126.8662371573708,guolindev/giffun,3432,0,6.62
GitHub-Chinese-Top-Charts,5,0.0,0.0,,1.0,1.0,,0.0,0.0,,GrowingGit/GitHub-Chinese-Top-Charts,102072,0,6.02
glide-transformations,991,5.555555555555555,5.0,3.3550574147710583,2.1481481481481484,2.0,0.769800358919501,2.7777777777777777,0.0,4.534765987799433,wasabeef/glide-transformations,9927,0,10.67
glide,61024,5.980921052631579,4.0,6.487667274853695,1.2375,1.0,0.8037365421764501,19.926315789473684,0.0,157.50175134582972,bumptech/glide,34948,53,12.18
GmsCore,54634,5.734660033167496,5.0,4.964622454426944,1.7103372028745163,2.0,0.908482851782874,14.226644555002764,0.0,68.81728033612536,microg/GmsCore,10868,41,11.38
gnirehtet,4330,3.765432098765432,2.0,3.5960798271808136,1.1851851851851851,1.0,0.5270462766947299,14.296296296296296,1.0,35.25139871141443,Genymobile/gnirehtet,7080,12,8.59
go-lang-idea-plugin,45363,8.120141342756185,6.0,8.870403046144402,2.073321554770318,2.0,1.3274342239375527,110.02915194346288,3.0,2012.3361862887623,go-lang-plugin-org/go-lang-idea-plugin,4550,21,15.04
gocd,267990,7.460044395116538,5.0,9.236785140892326,1.2750647428782833,1.0,0.7536502263700826,37.49463559008509,0.0,363.18759798631584,gocd/gocd,7290,86,11.75
GoGoGo,3813,7.708333333333333,4.0,13.429022767210933,1.4583333333333333,1.0,0.713347915274833,12.875,1.0,46.09824153197631,ZCShou/GoGoGo,8429,8,3.77
google-authenticator,3935,3.885245901639344,2.0,5.050077097285208,1.6885245901639343,1.0,1.3107374973217352,29.65573770491803,1.0,90.15706392104497,google/google-authenticator,5306,0,10.93
google-java-format,12753,5.727272727272728,4.0,10.12504961527358,1.4242424242424243,1.0,0.8635682861097755,66.8,1.0,361.9708282276417,google/google-java-format,5919,35,10.34
gpmall,8865,4.97877358490566,3.0,5.964197548124933,1.3608490566037736,1.0,0.6446544960229523,8.169811320754716,0.0,43.34129151105344,2227324689/gpmall,4999,0,6.15
gradle-retrolambda,623,4.6,3.0,3.605551275463989,1.04,1.0,0.2,2.16,0.0,9.007774419910838,evant/gradle-retrolambda,5293,37,12.1
grafika,10035,6.407766990291262,5.0,6.280122537214468,1.7475728155339805,2.0,0.8599868512668082,6.893203883495145,0.0,16.887118086919198,google/grafika,6132,1,11.73
graphhopper,98846,6.756438557763061,4.0,8.57026666240137,1.2597498160412068,1.0,0.6753106059689924,32.996320824135395,1.0,175.8568105214515,graphhopper/graphhopper,5999,45,13.56
GravitySnapHelper,610,6.375,4.5,5.878228596147944,1.75,1.5,0.8864052604279183,57.875,1.0,154.09592327971748,rubensousa/GravitySnapHelper,5004,14,9.03
graylog2-server,239316,8.09833499359613,6.0,8.858930551434938,1.3361320620463926,1.0,0.715217860730005,18.80589156112139,1.0,102.25227730786288,Graylog2/graylog2-server,7790,0,15.32
greenDAO,18545,5.019230769230769,4.0,4.693018489964621,2.101648351648352,1.0,1.7162639697155655,47.4532967032967,1.0,241.2834267571424,greenrobot/greenDAO,12628,8,13.89
greys-anatomy,10774,4.066666666666666,3.0,4.3193315253245474,1.1541666666666666,1.0,0.5461766436610894,6.770833333333333,0.0,21.88658440023266,oldmanpushcart/greys-anatomy,4025,0,12.8
grobid,63537,5.287744227353463,3.0,7.312956550844201,1.2522202486678509,1.0,0.5908325820537559,133.95204262877442,0.0,2012.4044115161328,kermitt2/grobid,4307,22,12.99
groupie,3898,5.096774193548387,3.0,5.407451614145686,1.827956989247312,1.0,1.0067560465477234,29.90322580645161,0.0,141.47791842730987,lisawray/groupie,3672,28,9.02
grpc-java,257827,5.604113578449217,3.0,8.007300817467621,1.396614488532945,1.0,1.0014350734576465,13.48125227520932,0.0,123.20173274877298,grpc/grpc-java,11837,180,10.76
grpc-spring,10752,6.605263157894737,6.0,5.2491562462445644,1.4784688995215312,1.0,1.1466834880699277,5.368421052631579,0.0,24.048973971038755,grpc-ecosystem/grpc-spring,3670,34,8.7
gson,34449,3.024163568773234,2.0,4.463534082880327,1.2815985130111525,1.0,1.024207305758888,20.598513011152416,0.0,378.73453740191513,google/gson,24032,12,10.48
GSYVideoPlayer,31928,5.485849056603773,2.0,6.822943304832581,1.5754716981132075,1.0,1.518068270274262,55.35534591194968,0.0,309.22771899014595,CarGuo/GSYVideoPlayer,21079,53,8.83
GT,55663,3.902857142857143,2.0,5.139251690619389,1.2952380952380953,1.0,0.659661777794589,13.67047619047619,0.0,80.56898461533771,Tencent/GT,4414,3,9.66
guava,254207,4.039800995024875,2.0,5.647690654204661,1.80068407960199,1.0,2.2542648462187844,48.067630597014926,0.0,448.3042871529925,google/guava,51097,56,11.29
guice,84679,3.803350515463917,2.5,5.412858294567297,1.3041237113402062,1.0,1.2506388180091224,8.454381443298969,0.0,77.77808332898387,google/guice,12673,19,11.29
guide-rpc-framework,2306,4.621052631578947,4.0,3.9225994078189688,1.2105263157894737,1.0,0.6506091555121878,1.1894736842105262,0.0,3.641646625577049,Snailclimb/guide-rpc-framework,4282,0,5.34
GuideView,1246,3.742857142857143,2.0,4.500606868509395,1.3714285714285714,1.0,0.7310634592924236,8.228571428571428,1.0,35.2754586531951,binIoter/GuideView,3955,0,9.23
h2database,231123,6.016726403823178,4.0,10.48180422261944,2.057945041816009,2.0,1.535275457301749,176.3500597371565,3.0,1600.4582455830416,h2database/h2database,4443,23,10.42
hackpad,87731,5.088852988691438,3.0,7.136681429165433,1.806138933764136,1.0,1.3610013637236964,152.29886914378028,1.0,963.6454951413214,dropbox/hackpad,3556,0,10.08
hadoop,1161112,6.959758806728023,4.0,10.227414410676095,1.6505871152015232,1.0,1.4081745528277778,55.61002856236116,0.0,850.2097916735183,apache/hadoop,15252,0,11.04
HaE,3968,4.149253731343284,1.0,4.613070138347306,1.6567164179104477,1.0,1.5526345040643712,11.91044776119403,0.0,37.9643897513237,gh0stkey/HaE,3793,77,5.47
halo,52286,7.529855436832181,5.0,7.3410336301479076,1.2608422375864237,1.0,0.6136551340313551,6.814582023884349,0.0,28.27373274492555,halo-dev/halo,36884,227,7.48
haven,4561,6.822784810126582,4.0,7.328832232286198,1.3924050632911391,1.0,0.5865527610645915,11.772151898734178,1.0,39.76467617057871,guardianproject/haven,6725,37,8.53
hawk,834,3.615384615384616,2.0,4.243365862868043,1.0384615384615383,1.0,0.196116135138184,12.961538461538462,1.0,25.52407611527715,orhanobut/hawk,3982,22,10.56
hazelcast,1103099,7.926673814629497,5.0,15.285875618213328,1.75702883011675,1.0,4.7501958436144855,44.82433881343817,1.0,426.0279371580263,hazelcast/hazelcast,6391,200,13.48
hbase,945808,8.171279826464207,5.0,10.891053896793782,1.4970932754880697,1.0,1.5949403856575743,69.47002169197397,1.0,871.9714477752149,apache/hbase,5386,47,11.3
HeliBoard,23194,6.666666666666667,4.0,8.91881145333351,1.4683544303797469,1.0,0.9182995020916266,71.05907172995781,2.0,261.8710477473353,Helium314/HeliBoard,3793,50,3.51
helidon,405987,5.604812398042414,4.0,5.680008043031368,1.4382137030995106,1.0,1.1049061176009352,27.48684747145188,1.0,303.3374128605342,helidon-io/helidon,3677,130,7.04
hello-algo,7707,1.8744186046511628,2.0,1.512578571876796,1.0,1.0,0.0,4.706976744186046,1.0,10.457868194443542,krahets/hello-algo,116471,9,2.85
hello-algorithm,61,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,geekxh/hello-algorithm,35771,0,5.29
hellocharts-android,10995,6.30718954248366,3.0,6.490155546907009,1.522875816993464,1.0,0.8278457086751498,40.294117647058826,1.0,150.07445004821955,lecho/hellocharts-android,7641,14,10.92
hertzbeat,61919,7.05712319339298,5.0,6.700101700173228,1.2663454920853408,1.0,1.474747093825192,10.43289745354439,0.0,57.35306238987639,apache/hertzbeat,6602,6,3.6
hibernate-orm,1067579,6.790921217827997,5.0,9.14398072698758,1.3990897677338354,1.0,0.9740312927912432,76.41086001255493,1.0,2164.224819583488,hibernate/hibernate-orm,6234,108,14.94
HikariCP,11464,4.383783783783784,3.0,4.196110615894505,1.2864864864864864,1.0,0.6586226414144778,172.6702702702703,0.0,1408.661311174716,brettwooldridge/HikariCP,20707,0,11.93
hippo4j,6295,4.264957264957265,3.0,4.359180854643194,1.2264957264957266,1.0,0.7265525820531481,2.9401709401709404,0.0,8.687014232730768,opengoofy/hippo4j,5878,18,4.24
hive,2006589,6.898831156075042,4.0,12.699713634472198,1.4131715941459582,1.0,1.1719883408169036,94.12071505745998,1.0,2843.210554707477,apache/hive,5785,0,16.31
HMCL,78607,6.812451960030746,4.0,8.20038640169556,1.695618754803997,1.0,1.329391135040741,35.824750192159875,1.0,312.59995822018993,HMCL-dev/HMCL,8105,258,10.22
hmily,27504,5.371721778791335,4.0,4.840235038553466,1.2200684150513113,1.0,0.5719137902183261,10.645381984036488,0.0,56.227509088586864,dromara/hmily,4143,0,7.95
HomeMirror,1719,2.727272727272727,2.0,4.944446627030415,1.0757575757575757,1.0,0.2666375275454884,5.348484848484849,0.0,35.40338637616135,HannahMitt/HomeMirror,7846,0,10.05
hsweb-framework,24175,6.056354916067146,4.0,6.133014522205671,1.3489208633093526,1.0,1.1030156353965006,11.184652278177458,0.0,40.46268364513283,hs-web/hsweb-framework,8383,30,9.65
HTextView,3076,4.197802197802198,2.0,4.080358862812002,1.5604395604395604,1.0,0.763162880660205,3.483516483516484,0.0,8.562661368941885,hanks-zyh/HTextView,5649,0,9.73
hudi,304076,9.194157698220954,6.0,10.292795744749812,1.580716011421041,1.0,1.0168383390575957,59.99846255216341,1.0,974.0762706589792,apache/hudi,5932,31,8.74
hugo,384,5.714285714285714,7.0,4.231401884099631,1.1428571428571428,1.0,0.3779644730092272,27.714285714285715,6.0,43.52284567026948,JakeWharton/hugo,7931,0,11.79
hutool,131789,3.5259789156626504,3.0,3.843756767106589,1.2827560240963856,1.0,0.7548088709084669,102.20368975903614,0.0,959.9738325851132,chinabugotech/hutool,30065,153,11.41
Hystrix,62010,3.340648379052369,2.0,5.187903227582035,1.570074812967581,1.0,3.592060195971952,20.253865336658357,0.0,385.24130640800433,Netflix/Hystrix,24398,79,12.81
iceberg,313583,8.592079207920792,6.0,8.291611274591688,1.6776677667766775,1.0,1.6732926498032337,36.37491749174917,2.0,171.96162870678413,apache/iceberg,7946,31,6.81
IDDD_Samples,28475,4.7373271889400925,3.0,5.5727472784709855,1.663594470046083,1.0,1.073690392947536,27.327188940092167,5.0,93.39131329029368,VaughnVernon/IDDD_Samples,3885,0,12.42
ignite,1130903,5.626797664815606,3.0,8.881186583446002,1.6541364089420476,1.0,1.3868413177125052,494.3208030756087,0.0,64508.43776475512,apache/ignite,4983,0,10.56
IJPay,14136,5.589743589743589,5.0,10.493704569682569,1.36996336996337,1.0,0.5804210554368991,139.4029304029304,0.0,1332.614038379267,Javen205/IJPay,6163,24,8.36
im-server,158401,6.406712734452122,3.0,8.066572950357816,1.541954590325765,1.0,2.490588396976368,111.72063178677196,1.0,448.0137719540216,wildfirechat/im-server,8299,108,6.63
ImagePicker,3685,5.828947368421052,3.0,6.270328344182596,1.486842105263158,1.0,0.7744834158350383,23.07894736842105,0.0,115.56986494848267,jeasonlzy/ImagePicker,4313,5,9.62
ImmersionBar,7237,6.352112676056338,5.0,7.113265185850683,2.105633802816901,2.0,1.0014722954558344,159.25352112676055,3.0,1752.5199179840372,gyf-dev/ImmersionBar,11453,0,8.4
immutables,71038,4.677997076023392,3.0,5.08794019603048,1.2832602339181287,1.0,1.1385666152546263,30.60745614035088,0.0,559.0285372418695,immutables/immutables,3516,15,12.18
incubator-heron,70465,5.698507462686568,4.0,6.092317775962403,1.4662686567164178,1.0,0.9055926655669208,20.748059701492537,1.0,185.34964485798423,apache/incubator-heron,3621,56,9.96
incubator-kie-drools,309730,6.974903474903475,4.0,10.35429098051606,1.4749034749034748,1.0,1.1319854481530365,93.2076362076362,1.0,951.1668274394056,apache/incubator-kie-drools,6117,6,14.56
incubator-seata,233989,6.56140350877193,4.0,22.06899124220673,1.8171600877192984,1.0,15.083798881487075,520.9747807017544,2.0,15720.774116916737,apache/incubator-seata,25797,44,6.7
InfiniteCycleViewPager,3564,5.048780487804878,3.0,6.484409069114144,1.6341463414634143,2.0,0.8875837301622763,102.53658536585364,0.0,513.5129549271848,Devlight/InfiniteCycleViewPager,5725,2,9.05
Infinity-For-Reddit,95160,6.933207309388784,4.0,10.867449690870602,1.551984877126654,1.0,2.3927777585979477,30.850661625708884,1.0,314.8951762243032,Docile-Alligator/Infinity-For-Reddit,4901,182,7.13
initializr,31773,5.907859078590786,4.0,5.999743822815158,1.2669376693766938,1.0,0.6255670742288814,33.733062330623305,1.0,172.49297633147114,spring-io/initializr,3596,17,12.26
InstaMaterial,2223,4.7875,2.0,6.377757532177004,1.5375,1.0,0.8560100259675478,9.9375,0.0,29.58247161043645,frogermcs/InstaMaterial,4969,1,10.83
InternetArchitect,44604,4.684515195369031,3.0,4.6368443030482265,1.1577424023154848,1.0,0.6829243153555052,63.769898697539794,0.0,303.2221178835044,bjmashibing/InternetArchitect,4273,0,5.9
interview,27259,2.0134932533733134,2.0,1.2222158781214525,1.0374812593703149,1.0,0.3101461646015152,3.4092953523238383,1.0,13.557754469656206,mission-peace/interview,11210,0,11.14
interviews,5621,1.1945525291828794,1.0,1.2535455552727108,1.0038910505836576,1.0,0.0623782861551805,0.2918287937743191,0.0,0.9293664686623516,kdn251/interviews,64457,0,8.57
ion,9443,4.577854671280277,3.0,6.13123216666797,1.4602076124567474,1.0,1.4646202431850397,23.598615916955016,0.0,205.82998849716805,koush/ion,6275,0,12.31
IoT-Technical-Guide,5235,4.085034013605442,3.0,4.327416427152893,1.248299319727891,1.0,0.4918244562518762,3.163265306122449,0.0,12.064129447892862,IoT-Technology/IoT-Technical-Guide,4403,0,6.44
iotdb,754612,8.22899353647276,6.0,14.437523084592817,1.6091874422899353,1.0,1.0178318176867096,106.50150046168052,1.0,2574.0168953385337,apache/iotdb,5885,47,6.8
ipscan,12598,4.986945169712794,3.0,4.8135211844678585,1.6657963446475197,1.0,1.630229749743868,4.151436031331593,0.0,12.472505543365145,angryip/ipscan,4579,31,14.2
Iris,37890,6.25109649122807,4.0,7.075219111121003,1.3157894736842106,1.0,0.872215740577301,22.63815789473684,0.0,153.6890976613562,IrisShaders/Iris,3568,140,4.88
itstack-demo-design,3992,2.167441860465116,2.0,2.2815514612215373,1.1069767441860463,1.0,0.3245380245259127,5.325581395348837,0.0,12.475997385320772,fuzhengwei/itstack-demo-design,6711,0,5.31
jackson-databind,162137,3.772918258212376,2.0,5.577567976183043,1.7104660045836515,1.0,1.7851700703641484,24.210084033613445,0.0,422.1426758334224,FasterXML/jackson-databind,3620,0,13.72
jacoco,36784,4.258510638297873,3.0,4.442051679748031,1.4319148936170212,1.0,0.697357367777449,12.62340425531915,0.0,80.03371683724441,jacoco/jacoco,4405,49,13.17
jadx,128305,4.457856399583767,3.0,6.706487210031563,1.6670135275754423,1.0,1.2612206982573857,32.21782865071106,0.0,328.9178433537427,skylot/jadx,45439,32,12.48
janusgraph,104266,7.016350210970464,4.0,10.039985838784174,1.4425105485232068,1.0,0.8427037933141032,43.89978902953587,1.0,663.4850877904281,JanusGraph/janusgraph,5610,28,8.71
java-algorithms-implementation,31758,3.710706150341686,3.0,3.663425201011968,1.5831435079726652,1.0,2.173268093306907,7.050113895216401,0.0,24.60838932822431,phishman3579/java-algorithms-implementation,4511,0,11.81
java-design-patterns,35484,3.3632523759239703,3.0,2.5983133182959235,1.197465681098205,1.0,0.5262009057092045,1.8405491024287224,0.0,6.473067688345661,iluwatar/java-design-patterns,92642,0,11.09
java-developer-roadmap,5,0.0,0.0,,1.0,1.0,,0.0,0.0,,s4kibs4mi/java-developer-roadmap,4225,0,6.39
java-faker,6710,4.115555555555556,4.0,6.382522017320998,1.448888888888889,1.0,0.4984897827358786,40.74666666666667,0.0,391.2061623090457,DiUS/java-faker,4896,0,14.27
java-jwt,8924,5.662790697674419,3.5,5.482829808467369,1.627906976744186,1.0,1.3199510831213046,142.74418604651163,1.0,531.4459340781086,auth0/java-jwt,6125,45,11.52
java-learning,10984,1.0849933598937582,1.0,1.1242967216473214,1.2868525896414342,1.0,0.5131772129698502,0.5962815405046481,0.0,2.922598484115282,brianway/java-learning,4273,0,9.59
java-tron,150655,8.860774818401937,7.0,11.163668092819394,1.7590799031476998,1.0,2.0193062420654697,80.76029055690073,1.0,1226.408869573891,tronprotocol/java-tron,3945,80,7.71
Java-WebSocket,12805,3.555555555555556,2.0,4.127042358939224,1.8199233716475096,1.0,1.3509774217600796,36.62068965517241,6.0,184.14627806213716,TooTallNate/Java-WebSocket,10735,19,15.64
java8-tutorial,2081,1.0340909090909092,1.0,1.0444034059687686,1.0,1.0,0.0,3.909090909090909,0.0,9.327547094292166,winterbe/java8-tutorial,16780,0,11.49
Java,57505,2.063957361758828,2.0,1.458277544061521,1.043970686209194,1.0,0.2794016639298977,7.962025316455696,1.0,27.368020698655307,TheAlgorithms/Java,63329,0,9.16
Java,57505,2.063957361758828,2.0,1.458277544061521,1.043970686209194,1.0,0.2794016639298977,7.962025316455696,1.0,27.368020698655307,DuGuQiuBai/Java,13693,0,9.8
Java,57505,2.063957361758828,2.0,1.458277544061521,1.043970686209194,1.0,0.2794016639298977,7.962025316455696,1.0,27.368020698655307,HelloWorld521/Java,3531,0,8.76
javacpp,27026,5.911627906976745,5.0,6.981725454942318,2.0093023255813955,2.0,1.2417604991076576,151.13953488372093,1.0,382.456996629439,bytedeco/javacpp,4637,13,11.39
javacv,26962,6.125560538116592,4.0,6.770525783983759,2.1300448430493275,1.0,1.9233378216939483,133.99103139013454,1.0,704.2258799627374,bytedeco/javacv,8111,13,11.39
JavaEETest,2133,3.51948051948052,3.0,3.3959236987293875,1.0974025974025974,1.0,0.3573592418080547,3.2662337662337664,0.0,9.688644527569243,lenve/JavaEETest,3497,0,8.74
javaparser,137286,8.860040567951318,5.0,17.467885604648462,1.8828600405679516,1.0,1.990329317263196,297.22870182555783,1.0,6216.597264859033,javaparser/javaparser,5942,55,13.87
javapoet,7543,4.515151515151516,2.0,5.920155190263927,1.1515151515151516,1.0,0.6121830519165027,129.2929292929293,0.0,749.2440578441721,square/javapoet,10871,0,12.61
JavaSourceCodeLearning,6045,2.854889589905363,2.0,2.962489609625344,1.2586750788643533,1.0,0.473301906530148,3.138801261829653,0.0,9.482477635237704,coderbruis/JavaSourceCodeLearning,3664,0,5.28
javassist,83226,3.388288288288288,1.0,5.89628176365259,1.553153153153153,1.0,1.354405017775962,43.90810810810811,0.0,313.8520304995921,jboss-javassist/javassist,4216,24,12.3
JavaTutorial,14,0.3333333333333333,0.0,0.5773502691896258,1.0,1.0,0.0,0.3333333333333333,0.0,0.5773502691896258,h2pl/JavaTutorial,7026,1,7.36
JAViewer,6309,5.787709497206704,4.0,6.352002674948252,1.5977653631284916,1.0,0.9150400806143006,11.64804469273743,0.0,73.7946142646596,SplashCodes/JAViewer,4607,10,9.31
JCSprout,4399,1.962962962962963,1.0,1.857965523581774,1.0925925925925926,1.0,0.3663748132660339,1.7654320987654322,0.0,6.3583888051317015,crossoverJie/JCSprout,27074,0,7.73
JCTools,37082,4.601522842639594,3.0,5.363398732392433,3.908629441624365,2.5,3.36160799088281,19.965736040609137,0.0,82.09316982697327,JCTools/JCTools,3727,18,11.83
jd-gui,19309,4.538083538083538,3.0,5.430519417672085,2.4176904176904177,1.0,2.3388940109725205,11.115479115479117,1.0,51.07329738346289,java-decompiler/jd-gui,14732,18,10.47
JDA,62413,8.85107967237528,6.0,12.41376261198204,1.8227848101265824,1.0,1.1891908809872969,127.26731198808638,3.0,1223.0213379257152,discord-jda/JDA,4553,110,9.75
jedis,109769,5.538083538083538,3.0,8.760262324627863,1.4201474201474202,1.0,0.8509706961996225,530.3718263718264,1.0,14553.310211679318,redis/jedis,12149,114,15.25
JeecgBoot,46441,7.221271393643032,4.0,9.106802028133767,1.184596577017115,1.0,0.4629820811112773,50.50366748166259,0.0,300.6244225577581,jeecgboot/JeecgBoot,43840,61,6.79
jeepay,17168,8.852727272727273,7.0,7.5041058474873,1.7836363636363637,2.0,0.8633951781472693,4.290909090909091,0.0,28.89360719108412,jeequan/jeepay,5723,0,8.08
jenkins,186617,6.2403214024835645,4.0,8.489381964045066,1.8967616264913565,2.0,1.7694866577791797,46.24202580959338,0.0,915.7275736507356,jenkinsci/jenkins,24411,443,14.8
jetcache,18021,6.033632286995516,4.0,6.504362497273962,1.6367713004484306,1.0,1.1007218782221768,15.908071748878925,0.0,111.448998069321,alibaba/jetcache,5474,67,8.42
jetlinks-community,60428,8.780130293159608,6.0,8.62697765686089,1.277958740499457,1.0,0.5811099929746252,11.758414766558088,1.0,42.45014646129118,jetlinks/jetlinks-community,6149,20,5.69
Jetpack-MVVM-Best-Practice,3691,4.840336134453781,3.0,5.079008299834223,1.6218487394957983,1.0,1.0734989254899414,12.0,0.0,68.96781366720202,KunMinX/Jetpack-MVVM-Best-Practice,8951,0,5.86
jetty.project,719796,5.573376102646352,3.0,6.535261738911197,1.6335872761293773,1.0,1.5517097613666382,25.35792568831863,0.0,246.95000847640043,jetty/jetty.project,3998,132,14.16
JFoenix,24546,6.92,4.0,6.938965721418349,1.623529411764706,1.0,0.9612353317112712,22.084705882352942,1.0,88.53177329898469,sshahine/JFoenix,6345,0,10.01
JGrowing,329,1.5263157894736843,1.0,1.6789024540730166,1.0,1.0,0.0,1.947368421052632,1.0,4.402949569581817,javagrowing/JGrowing,4566,0,6.54
