repository,total_loc,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std,repository_full_name,popularidade_estrelas,atividade_releases,maturidade_anos
blog_demos,51987,4.019241341396372,3.0,4.318731844957844,1.199010445299615,1.0,0.6829521672175272,15.14238592633315,0.0,120.66605610872712,zq2599/blog_demos,4715,0,8.42
blossom,13365,5.724137931034483,3.0,6.506447803710244,1.3448275862068966,1.0,0.6724942602824382,6.977011494252873,0.0,26.820265831102784,blossom-editor/blossom,3613,19,2.1
blurkit-android,497,6.1,5.0,5.6460408940936455,1.5,1.0,0.7071067811865476,30.3,0.0,90.00253082861366,CameraKit/blurkit-android,3767,3,8.85
Blurry,636,5.142857142857143,3.5,4.53799587851362,1.0,1.0,0.0,0.6428571428571429,0.0,1.598419549100002,wasabeef/Blurry,5662,0,10.14
BlurView,930,5.9,3.5,5.683308895353129,1.5,1.0,0.7310832774866962,7.0,1.0,14.20296229421998,Dimezis/BlurView,3792,31,9.39
Bolts-Android,5144,3.0,2.0,3.522448482533408,1.0886075949367089,1.0,0.4128469872076192,19.0126582278481,0.0,150.3472408538955,BoltsFramework/Bolts-Android,4011,11,11.61
booklore,22339,7.946735395189004,5.0,7.292906604520327,1.0378006872852237,1.0,0.2162438895288442,11.58762886597938,0.0,56.47647418038996,booklore-app/booklore,4447,88,0.74
BookReader,30914,4.798283261802575,2.0,6.572775091751871,1.4377682403433476,1.0,0.8136046983863217,25.32331902718169,0.0,161.85823208017607,smuyyh/BookReader,6782,0,9.11
BoomMenu,7710,5.6347826086956525,4.0,6.749048581138831,1.5739130434782609,1.0,0.8487438557792992,227.6695652173913,0.0,2078.287515027271,Nightonke/BoomMenu,5805,0,9.48
BottomBar,2834,4.909090909090909,2.0,6.833688659816213,1.2878787878787878,1.0,0.6267167564170378,61.66666666666666,0.0,332.0319416206975,roughike/BottomBar,8392,4,9.49
BottomNavigation,2091,7.533333333333333,5.5,7.815693025654498,1.4333333333333331,1.0,0.7279320417946061,69.26666666666667,4.5,162.13594409573744,Ashok-Varma/BottomNavigation,4365,16,9.48
BottomNavigationViewEx,1371,4.896551724137931,3.0,5.122393606133527,1.5862068965517242,1.0,0.7327658649308672,50.13793103448276,0.0,185.8971920440226,ittianyu/BottomNavigationViewEx,3476,19,8.83
bottomsheet,2578,4.897058823529412,3.0,5.907596187359632,1.3676470588235294,1.0,0.6670141032030863,27.66176470588235,0.0,176.51583247192656,Flipboard/bottomsheet,4516,10,10.39
brigadier,4312,6.635294117647059,5.0,5.437626974595255,1.152941176470588,1.0,0.393575864077453,44.55294117647059,0.0,231.11296484837973,Mojang/brigadier,3600,3,10.99
btrace,40986,4.912760416666667,4.0,5.026806232280359,1.3033854166666667,1.0,0.8683266272395594,92.54427083333331,0.0,1538.7031911396873,btraceio/btrace,5955,33,11.04
BubbleSeekBar,1958,4.9,2.0,6.885016214640461,1.3,1.0,0.534983080621924,91.7,1.0,427.3341702970267,woxingxiao/BubbleSeekBar,3419,12,8.85
buck,356623,8.331813444502345,5.0,10.424163054894606,1.3633402813965607,1.0,0.9829586366970524,28.533871808233457,1.0,257.6031895814152,facebook/buck,8555,57,12.4
bundletool,54318,9.699885452462771,7.0,8.87937577800643,1.268041237113402,1.0,1.196937199208049,82.60366552119129,6.0,523.785892847623,google/bundletool,3824,63,7.36
butterknife,7712,3.959558823529412,2.0,6.413936379357519,1.2352941176470589,1.0,0.7108572250152728,10.481617647058824,0.0,75.80646138055423,JakeWharton/butterknife,25486,0,12.52
byte-buddy,286228,6.147154471544716,4.0,8.08231180168926,1.6159349593495935,1.0,1.9834589350130316,14.865528455284553,0.0,288.63565418558073,raphw/byte-buddy,6609,304,11.79
bytecode-viewer,21761,4.736714975845411,3.0,6.320017380590154,2.0531400966183573,1.0,1.839064214794185,13.68840579710145,0.0,59.06115360580907,Konloch/bytecode-viewer,15209,61,10.91
ByteLegend,104032,6.979661016949152,7.0,2.8163021336193483,1.0033898305084743,1.0,0.0582222509739581,727.8440677966101,20.0,2317.1833423941903,ByteLegend/ByteLegend,3717,0,4.61
caffeine,85095,4.910928143712575,3.0,6.727906021752194,1.5875748502994012,1.0,1.4299508235212557,163.1691616766467,0.0,1724.581380409468,ben-manes/caffeine,17025,71,10.75
calcite,367195,7.658994334277619,5.0,10.227197903583424,1.7037889518413598,1.0,2.097729084745158,383.9206798866856,1.0,7966.48007897305,apache/calcite,4935,0,11.21
CalendarView,11557,6.568181818181818,4.0,7.124678165435892,2.159090909090909,1.0,1.4919698475418417,53.18181818181818,3.0,390.12795103891006,huanghaibin-dev/CalendarView,9311,1,8.5
Calligraphy,968,5.72,5.0,5.062278801751901,1.44,1.0,0.5830951894845301,11.36,3.0,26.94420160257119,chrisjenx/Calligraphy,8571,4,11.73
camel,1861544,4.8456524353577874,3.0,8.622895177997133,1.6298256163559832,1.0,2.61519614630001,79.7023932651834,1.0,2198.556416965826,apache/camel,5947,0,16.31
CameraView,21155,5.597378277153558,3.0,8.069403023687794,1.3745318352059923,1.0,0.7364710145482959,34.762172284644194,0.0,335.6379347702086,natario1/CameraView,5084,42,8.15
campus-imaotai,7728,6.339449541284404,5.0,5.741305080501828,1.4128440366972477,1.0,1.1695917533791738,20.376146788990827,1.0,78.43025478850834,oddfar/campus-imaotai,4162,11,2.18
camunda-bpm-platform,543883,6.280310832319072,4.0,7.597424345289687,1.6484411571950193,1.0,1.0984708704841386,86.61960490590769,1.0,2103.6104273602464,camunda/camunda-bpm-platform,4239,0,12.69
camunda,614208,7.184940732758621,5.0,9.038530458631502,1.398370150862069,1.0,1.0722734546425212,28.695245150862068,1.0,189.32490978357552,camunda/camunda,3795,468,9.48
canal,112590,5.814108674928503,4.0,6.451577651277908,1.380362249761678,1.0,0.8226490110414362,77.35653002859867,1.0,467.41293496509127,alibaba/canal,29366,32,12.66
cardslib,32257,5.901356350184956,4.0,6.1082931389728845,2.177558569667078,1.0,2.038042987094328,18.620221948212084,0.0,104.38245813294785,gabrielemariotti/cardslib,4646,27,11.97
cas,228308,9.241682430176922,8.0,7.000564869912091,1.4970512963169025,1.0,1.0236830475786385,7.812729498164015,0.0,147.42848286149126,apereo/cas,11193,303,14.01
cassandra,743472,6.824055037165902,5.0,8.030111000325954,1.7698877115293374,1.0,1.8156294609055168,59.13348094259055,1.0,1395.916108604135,apache/cassandra,9358,0,16.31
cat,98001,5.527484143763213,4.0,6.04904906733261,1.43446088794926,1.0,0.7083669894204084,23.035940803382665,1.0,104.20582680213388,dianping/cat,18936,3,12.77
CC,4599,4.966666666666667,4.0,4.738423900879465,1.2583333333333333,1.0,0.5575431299340838,16.316666666666666,0.0,129.75924593169424,luckybilly/CC,4046,0,7.8
cglib,17670,3.216867469879518,1.0,5.344204313550884,1.5321285140562249,1.0,1.1593257109955133,261.7971887550201,0.0,5178.1709973987845,cglib/cglib,4876,15,11.46
Chat2DB,35180,6.086124401913875,4.0,7.029375200718674,1.2660287081339714,1.0,0.5605518790769856,16.489952153110046,0.0,84.83664235184057,CodePhiliaX/Chat2DB,24229,43,2.23
chatgpt-java,2010,5.27536231884058,3.0,6.444067171051978,1.2753623188405796,1.0,0.7252597500412097,14.594202898550725,0.0,57.795104321615874,PlexPt/chatgpt-java,3647,24,2.76
chatgpt-java,2010,5.27536231884058,3.0,6.444067171051978,1.2753623188405796,1.0,0.7252597500412097,14.594202898550725,0.0,57.795104321615874,Grt1228/chatgpt-java,3458,10,2.58
ChatKit,4680,5.768518518518518,3.0,6.546178854704834,2.8981481481481484,2.0,4.831632170994697,35.48148148148148,0.0,135.54283259155972,stfalcon-studio/ChatKit,3715,1,8.61
Chronicle-Queue,27561,5.49498997995992,4.0,6.248652461148779,1.591182364729459,1.0,0.857990088975824,177.40080160320642,0.0,2216.008997089154,OpenHFT/Chronicle-Queue,3572,533,12.28
chuck,1698,5.833333333333333,4.0,6.532906075294354,1.380952380952381,1.0,0.6608339503023748,55.73809523809524,0.5,281.548424074301,jgilfelt/chuck,4700,5,8.59
chunjun,104308,7.139874739039666,4.0,7.418715785144394,1.5652400835073068,1.0,0.8133497731953728,20.836116910229645,1.0,119.80231441098988,DTStack/chunjun,4082,30,7.44
cim,5622,4.881188118811881,4.0,4.863893018742146,1.2821782178217822,1.0,0.7428459513141824,5.737623762376238,0.0,16.73722785635221,crossoverJie/cim,9442,9,7.31
CircleImageView,360,11.0,5.0,13.07669683062202,2.333333333333333,2.0,0.5773502691896258,178.66666666666666,0.0,309.45974428563943,hdodenhof/CircleImageView,14535,0,11.65
CircleIndicator,1712,6.511111111111111,5.0,5.141728672088186,1.6222222222222222,2.0,0.6838689696694591,8.511111111111111,1.0,22.812100280156564,ongakuer/CircleIndicator,4271,7,11.12
CircleProgress,1451,5.76,6.0,4.215843134336634,1.68,2.0,0.6904105059069326,85.76,1.0,244.3408275340001,uknownothingsnow/CircleProgress,3815,0,10.87
circular-progress-button,1429,3.9743589743589753,2.0,4.37388890845844,1.2820512820512822,1.0,0.5103516820842348,25.33333333333333,0.0,131.9127170225854,dmytrodanylyk/circular-progress-button,5773,3,11.26
clojure,46876,3.603053435114504,0.0,7.883257883546324,1.495092693565976,1.0,2.34269931578794,130.39149400218102,0.0,1974.9262233894965,clojure/clojure,10713,0,15.2
closure-compiler,308284,6.850335070737156,5.0,8.13640312138033,1.5093075204765452,1.0,1.259195941016591,1272.1094564408045,1.0,29955.45928029506,google/closure-compiler,7568,0,11.41
CloudReader,19393,4.75,3.0,5.516915295599411,1.4552845528455285,1.0,0.922690059197208,19.41260162601626,0.0,84.24734751842253,youlookwhat/CloudReader,4996,26,8.81
COLA,9619,4.329159212880144,3.0,4.515095093174925,1.3273703041144902,1.0,0.7147840167393981,4.974955277280858,0.0,18.32031059343514,alibaba/COLA,12648,11,7.59
CompreFace,7766,7.852852852852853,6.0,7.325025142806019,1.6576576576576576,1.0,1.3296581825599818,3.894894894894895,0.0,16.049745833790674,exadel-inc/CompreFace,6869,11,5.18
concurrency-limits,5131,4.609375,3.0,4.597559049386796,1.28125,1.0,0.7091916214292945,8.28125,1.0,21.318336161457665,Netflix/concurrency-limits,3456,102,7.75
conductor,63831,7.787335722819594,6.0,8.45209875684901,1.2712066905615294,1.0,0.5462311948549761,91.49223416965351,0.0,620.1460886688672,conductor-oss/conductor,29030,25,1.76
conductor,63831,7.787335722819594,6.0,8.45209875684901,1.2712066905615294,1.0,0.5462311948549761,91.49223416965351,0.0,620.1460886688672,Netflix/conductor,12776,319,8.76
config,13186,5.475,3.0,7.139625076371712,2.055,1.0,4.373512668934049,76.18,0.0,399.3530290470391,lightbend/config,6259,3,13.77
CoordinatorTabLayout,473,5.294117647058823,3.0,5.565122481607581,1.411764705882353,1.0,0.5072996561958923,9.411764705882351,0.0,32.75488288700139,hugeterry/CoordinatorTabLayout,4199,0,8.62
CoreNLP,557599,5.922648083623693,4.0,7.922857059782244,1.6499419279907084,1.0,2.4825348339987485,148.57862950058072,0.0,1831.55446614656,stanfordnlp/CoreNLP,9967,19,12.21
coursera-android,18164,4.248355263157895,4.0,3.6704210522225216,1.5,1.0,0.661982445254684,3.358552631578948,0.0,35.34685358738035,aporter/coursera-android,4265,0,11.68
crate,438466,7.571315162741466,5.0,10.920824086122442,1.6421010849431066,1.0,0.960850946877852,48.88105318867425,1.0,668.625378316307,crate/crate,4294,139,12.42
crawler4j,4736,5.27710843373494,4.0,5.709028478736602,1.313253012048193,1.0,0.5615247283691833,55.89156626506024,1.0,331.0668642231373,yasserg/crawler4j,4604,3,13.69
Create,150542,10.752369668246445,8.0,10.221485103305886,1.8088467614533963,2.0,1.1772037653161216,27.795418641390206,3.0,109.7319243879913,Creators-of-Create/Create,3680,0,6.15
cryptomator,17289,8.316027088036117,6.0,7.773047208996722,1.4288939051918736,1.0,0.9800154191389538,18.51241534988713,1.0,64.03393970189282,cryptomator/cryptomator,13594,193,11.61
CtCI-6th-Edition,21093,2.12807881773399,2.0,1.5665131894513098,1.0689655172413792,1.0,0.3322160646501237,4.482758620689655,1.0,16.69807687504354,careercup/CtCI-6th-Edition,11458,0,10.2
ctci,11244,1.9581993569131837,2.0,1.4684384855808803,1.1189710610932475,1.0,0.4347712440395628,5.096463022508039,1.0,17.87457250644458,careercup/ctci,5147,0,12.47
CustomActivityOnCrash,893,5.4,4.0,4.762952265739632,1.3333333333333333,1.0,0.4879500364742666,32.333333333333336,0.0,80.05860948318396,Ereza/CustomActivityOnCrash,3755,12,11.19
cw-omnibus,71119,5.268004115226337,4.0,4.95296299576838,1.6851851851851851,2.0,0.8308678574032974,20.0761316872428,0.0,131.6955126249692,commonsguy/cw-omnibus,5351,36,13.5
cyberduck,297546,6.462388496871255,4.0,8.990475243643875,1.3530821461855944,1.0,0.7680041531591789,65.4815603781121,0.0,1015.0411938402098,iterate-ch/cyberduck,3910,0,8.64
dagger,8043,3.174876847290641,3.0,2.9466799663862604,1.229064039408867,1.0,0.716123039871297,5.987684729064039,0.0,45.362815533703404,square/dagger,7301,0,13.11
DanmakuFlameMaster,12879,5.162790697674419,3.0,6.120353284754513,1.6104651162790695,1.0,1.3741582490793598,47.50581395348837,1.0,158.937609484635,bilibili/DanmakuFlameMaster,9602,5,12.08
data-transfer-project,33617,6.841423948220065,4.0,7.853799710485876,1.2664509169363538,1.0,0.7545303228614532,6.877022653721683,0.0,22.240827472839047,dtinit/data-transfer-project,3589,61,7.68
databus,124341,5.527704485488127,3.0,8.026845897185767,1.3568601583113455,1.0,0.7976610421646337,46.73482849604222,0.0,228.17782915276464,linkedin/databus,3666,0,12.73
dataease,42741,4.947224749772521,3.0,7.348279542609058,1.2074613284804367,1.0,0.681995102452422,27.770700636942674,0.0,184.2478240599333,dataease/dataease,21821,97,4.61
datahub,186627,11.41727493917275,9.0,12.789340647206227,1.2128953771289537,1.0,0.5545873729602508,17.22931873479319,1.0,92.8202300147553,datahub-project/datahub,11022,104,9.82
DataMiningAlgorithm,11663,2.293650793650793,2.0,2.2629801954677737,1.0873015873015872,1.0,0.3582142659323612,9.96031746031746,0.0,36.26489228852629,linyiqun/DataMiningAlgorithm,3928,0,10.67
datax-web,13801,5.041009463722397,3.0,5.419861177215696,1.38801261829653,1.0,0.6826846853321892,13.2397476340694,0.0,64.05875910176242,WeiYe-Jing/datax-web,5887,5,5.81
DataX,81194,4.502454991816694,3.0,5.76594343661025,1.7152209492635024,1.0,1.5134929282465557,22.648936170212767,0.0,185.315969393846,alibaba/DataX,16800,7,7.65
db-tutorial,11203,5.205741626794258,4.0,5.16466969215614,1.181818181818182,1.0,0.5507464737260497,32.60765550239235,0.0,181.50097779657145,dunwu/db-tutorial,5199,0,8.09
dddsample-core,4639,7.089171974522293,5.0,6.52645091067618,1.127388535031847,1.0,0.4899779514882633,7.031847133757962,0.0,23.4196444996354,citerus/dddsample-core,5197,0,10.61
debezium,210057,6.824104234527687,4.0,7.616347120393494,1.5839502517026949,1.0,0.9976943359795628,55.70358306188925,1.0,523.0096287520633,debezium/debezium,11820,0,9.63
deeplearning4j,558237,8.43676133356853,7.0,9.481499451677848,2.1898041982713,2.0,19.440442364929687,54799.52337272888,7.0,2368620.6799907144,deeplearning4j/deeplearning4j,14096,0,11.79
DeepLinkDispatch,8549,6.28,5.0,5.248174285723878,1.48,1.0,0.5099019513592785,88.64,0.0,256.6266548899393,airbnb/DeepLinkDispatch,4406,24,10.25
DependencyCheck,41235,7.058943089430894,5.0,7.657815603520923,1.8678861788617889,2.0,1.001437461379902,60.08943089430894,3.0,321.9523438980169,dependency-check/DependencyCheck,7180,85,13.02
Depth-LIB-Android-,3771,3.787037037037037,2.0,4.604043176242908,1.212962962962963,1.0,0.4334371630540838,13.351851851851851,0.0,54.5154209195336,danielzeller/Depth-LIB-Android-,4543,0,9.37
DesignPattern,2603,2.538071065989848,2.0,3.609062054508236,1.2791878172588833,1.0,0.4497429540846446,1.4263959390862944,0.0,4.555879102155018,youlookwhat/DesignPattern,5019,0,8.89
dex2jar,41715,5.42907180385289,3.0,6.850518921061209,1.5709281961471104,1.0,0.9821900056078066,21.13309982486865,0.0,136.5138504920424,pxb1988/dex2jar,12900,8,10.49
dexposed,2414,2.9166666666666665,2.0,3.237062160134005,1.6944444444444444,1.0,1.348426478623869,82.83333333333333,0.0,424.4142518140232,alibaba/dexposed,4530,0,10.2
Dexter,2197,4.425,3.0,5.252546097496824,1.2,1.0,0.5602892562176356,4.15,0.0,14.592437784905202,Karumi/Dexter,5216,33,9.82
dialogplus,1047,5.241379310344827,3.0,6.29430112093354,1.0344827586206895,1.0,0.1856953381770519,57.86206896551724,0.0,255.17469144237123,orhanobut/dialogplus,4988,9,10.75
Digital,76080,5.047881122729774,4.0,5.7641243084382845,1.6835443037974684,1.0,1.7290339372329488,13.246009906439186,0.0,95.5951651035444,hneemann/Digital,5094,35,9.2
dinky,59130,7.13053263315829,5.0,8.087791903186066,1.355588897224306,1.0,0.711051152011961,25.92948237059265,0.0,111.49982618707024,DataLinkDC/dinky,3553,31,4.26
disconf,14009,4.437647058823529,3.0,5.129593580359661,1.3576470588235294,1.0,0.8293519393416032,12.616470588235297,0.0,68.21536519608048,knightliao/disconf,5554,12,11.29
Discovery,25275,4.777634961439588,4.0,5.110935464615143,1.268637532133676,1.0,0.603352661988428,19.840616966580978,1.0,115.36020604332155,Nepxion/Discovery,5745,132,7.23
DiscreteScrollView,3698,4.228571428571429,2.0,4.818348629611966,1.2476190476190476,1.0,0.4553306571339198,19.114285714285717,0.0,101.51679609852692,yarolegovich/DiscreteScrollView,5789,2,8.52
DiskLruCache,1937,3.25,2.5,2.988614759686865,1.3333333333333333,1.0,0.7784989441615229,11.0,3.0,25.59119166645217,JakeWharton/DiskLruCache,5775,0,13.68
disruptor,13167,4.480487804878049,3.0,4.822102713349284,1.2902439024390244,1.0,0.8101751683721469,25.882926829268293,0.0,224.6994862499625,LMAX-Exchange/disruptor,17979,14,12.97
djl,96638,6.518007202881153,5.0,5.59493334629624,1.465186074429772,1.0,0.9749045667676712,132.73049219687874,3.0,1683.10544349679,deepjavalibrary/djl,4638,35,5.87
DKVideoPlayer,18446,5.326259946949602,2.0,6.287202052186157,1.5915119363395225,1.0,0.8459742561162249,46.753315649867375,0.0,392.83417153477535,Doikki/DKVideoPlayer,5228,32,8.42
DoKit,80480,4.506054811982154,2.0,5.759098418275337,1.3205863607393244,1.0,0.8374771777838186,71.76673040152964,0.0,634.3989797032704,didi/DoKit,20391,14,7.08
dolby_beta,7302,4.145945945945946,4.0,5.498546971829022,1.454054054054054,1.0,0.8204567241437628,7.951351351351351,1.0,49.918333423211166,nining377/dolby_beta,4208,37,5.31
dolphinscheduler,95436,6.558407738095238,5.0,6.611468140530409,1.3776041666666667,1.0,0.6670878813704245,11.578869047619047,0.0,57.36501373489402,apache/dolphinscheduler,13817,53,6.53
Douya,44643,5.603697749196141,4.0,6.353467642029946,1.6254019292604502,1.0,1.0872764097408247,28.39790996784566,1.0,198.59895842339944,zhanghai/Douya,4563,11,9.61
DroidPlugin,22301,3.301526717557252,2.0,5.186648484997665,4.388040712468193,3.0,8.038652450900328,3.699745547073791,0.0,23.32842611286334,DroidPluginTeam/DroidPlugin,6962,2,10.04
DropDownMenu,513,4.526315789473684,3.0,3.6570847687533785,1.368421052631579,1.0,0.495594627783352,2.1578947368421053,0.0,4.2460852283111175,dongjunkun/DropDownMenu,3585,2,10.22
dropwizard,39903,5.9563953488372094,4.0,5.848597887663813,1.5130813953488371,1.0,1.0053545859803878,19.177325581395348,0.0,216.825531426131,dropwizard/dropwizard,8553,188,14.64
druid,339825,5.08991265627676,4.0,12.953667373899052,1.9424558999828736,2.0,0.8354374104229457,230.3024490494948,0.0,5179.158647698086,alibaba/druid,28196,51,13.86
druid,339825,5.08991265627676,4.0,12.953667373899052,1.9424558999828736,2.0,0.8354374104229457,230.3024490494948,0.0,5179.158647698086,apache/druid,13824,68,12.88
DSA-Bootcamp-Java,6614,1.2687747035573125,1.0,1.2403969541247652,1.08300395256917,1.0,0.3407328527871097,3.5019762845849804,1.0,11.010681864735693,kunal-kushwaha/DSA-Bootcamp-Java,20616,0,4.12
DSBridge-Android,1841,2.978723404255319,2.0,3.8981007733539847,1.1063829787234043,1.0,0.3116605283339055,15.97872340425532,0.0,72.19041528627217,wendux/DSBridge-Android,3857,2,8.69
dubbo-spring-boot-project,1908,7.112359550561798,6.0,4.996449198833814,1.1685393258426966,1.0,0.3764654715598937,11.932584269662922,0.0,71.13492265866851,apache/dubbo-spring-boot-project,5405,13,7.65
dubbo,250751,5.414828431372549,4.0,5.804307573319671,1.2883986928104576,1.0,0.6965229631185955,46.16033496732026,1.0,437.7515186275023,apache/dubbo,41329,111,13.23
dynamic-datasource,5307,5.112359550561798,4.0,4.681827356430045,1.1404494382022472,1.0,0.4841485276896846,2.359550561797753,0.0,8.1334174178453,baomidou/dynamic-datasource,5045,18,7.37
dynamic-load-apk,2620,5.806451612903226,3.0,6.248511192321826,1.4516129032258065,1.0,0.8032193289024987,9.419354838709678,0.0,30.00849518358928,singwhatiwanna/dynamic-load-apk,6030,0,11.45
dynamic-tp,18457,4.842756183745583,4.0,4.360117985809895,1.2897526501766785,1.0,0.6711244894225651,17.742049469964666,0.0,138.79893358101089,dromara/dynamic-tp,4569,19,3.68
easy-rules,4857,5.092592592592593,4.0,3.5662419204917573,1.3148148148148149,1.0,0.6543900694608467,7.62962962962963,1.0,23.508922289019683,j-easy/easy-rules,5153,10,12.51
easyexcel,20545,6.632142857142857,5.0,6.092932858676718,1.375,1.0,0.8344655397500914,32.025,1.0,355.6684644707237,alibaba/easyexcel,33618,14,7.59
easypermissions,1705,8.93939393939394,8.0,5.803767062969716,1.4848484848484849,1.0,0.618527087180309,12.212121212121213,6.0,21.774063664939728,googlesamples/easypermissions,9916,12,9.72
EdXposed,71794,6.065217391304348,4.0,6.95532823181765,1.6032608695652173,1.0,1.049477935082761,191.0782608695652,1.0,2193.7718197012564,ElderDrivers/EdXposed,5606,27,6.65
effective-java-3e-source-code,3018,1.1287128712871286,1.0,1.080476828003917,1.188118811881188,1.0,0.6573408104152574,1.3267326732673268,0.0,3.4787454446221537,jbloch/effective-java-3e-source-code,3997,0,7.1
EffectiveAndroidUI,1923,4.438356164383562,3.0,4.648734300173253,1.3424657534246576,1.0,0.6284720908280429,11.616438356164384,1.0,27.727658742864147,pedrovgs/EffectiveAndroidUI,6015,0,11.19
EhViewer,44372,7.144758735440932,4.0,10.200359960153092,1.821963394342762,1.0,1.5099393382929194,45.26289517470882,1.0,450.453842368195,seven332/EhViewer,9322,97,11.33
Ehviewer_CN_SXJ,74646,6.876923076923077,4.0,9.82040126222814,1.7164835164835164,1.0,1.2405208225455704,68.42197802197802,1.0,655.3903765017035,xiaojieonly/Ehviewer_CN_SXJ,19626,106,4.84
eladmin,8063,8.01418439716312,5.0,7.683217200927227,1.1631205673758864,1.0,0.4483915655851849,6.202127659574468,0.0,19.223676712497905,elunez/eladmin,21781,1,6.74
elasticsearch-sql,32893,9.601449275362318,6.0,19.73388036488514,2.083333333333333,1.0,1.500403986002477,190.19927536231884,1.0,1272.441198555474,NLPchina/elasticsearch-sql,7034,272,11.05
emojicon,2971,5.153846153846154,4.0,5.239216803354354,1.564102564102564,1.0,0.787897662165515,6.769230769230769,0.0,12.98473098937351,rockerhieu/emojicon,3614,2,11.65
enso,86149,7.116239316239316,5.0,7.361425515560444,1.6951566951566952,1.0,1.1726425517223644,45.924786324786325,1.0,430.4499317139449,enso-org/enso,7436,476,8.74
epic,5127,3.228187919463087,3.0,5.287824880274276,1.6241610738255037,1.0,0.8259025371718791,30.395973154362416,1.0,219.89898844426293,tiann/epic,4516,5,8.31
epoxy,43286,7.19672131147541,5.0,6.334205295081201,1.8131147540983608,2.0,1.0726446928299131,138.77377049180328,1.0,320.17998525236305,airbnb/epoxy,8560,76,9.09
error-prone,108044,7.835084368035657,5.0,13.679667529839906,1.5342247691817892,1.0,1.0875044237867353,25.503024514485837,0.0,337.35632149121653,google/error-prone,7039,57,11.06
esProc,426806,6.6815094339622645,5.0,7.583614540493106,2.170566037735849,2.0,1.5205778827057417,97.73735849056604,1.0,877.766535619693,SPLWare/esProc,4670,0,3.84
eureka,32879,5.884097035040432,4.0,6.438542884356863,1.2708894878706198,1.0,0.7052446794879251,18.57277628032345,0.0,134.51623509258263,Netflix/eureka,12620,151,13.13
EventBus,5269,3.4262295081967213,3.0,3.065900812679761,1.836065573770492,1.0,1.4240515779898408,9.05464480874317,0.0,35.08227798058746,greenrobot/EventBus,24766,7,13.16
ExoPlayer,262348,7.587930508991161,5.0,8.947626781146033,1.295032002438281,1.0,1.0157913264015426,52.220054861322765,0.0,493.1386397601684,google/ExoPlayer,21878,28,11.24
ExpandableTextView,552,5.133333333333334,4.0,6.034030478007532,1.7333333333333334,1.0,1.0997835284835873,11.8,0.0,39.39760688888894,Manabu-GT/ExpandableTextView,4087,4,11.32
ExplosionField,343,4.9,2.0,4.931756504757937,1.5,1.5,0.5270462766947299,4.3,0.0,10.392839415246977,tyrantgit/ExplosionField,3595,0,9.97
failsafe,10026,6.38655462184874,6.0,5.354298314639515,2.063025210084034,1.0,1.7430447944559295,19.176470588235293,1.0,56.37863961831832,failsafe-lib/failsafe,4273,0,10.2
FairEmail,243380,4.726866023075112,2.0,7.895113840806548,1.2707793736755355,1.0,0.795448030698098,33.45396750647516,0.0,506.09498836381806,M66B/FairEmail,3863,1000,7.11
Fast-Android-Networking,19596,3.219130434782609,2.0,4.596315287827567,1.2504347826086957,1.0,1.1261365852080998,13.768695652173912,1.0,100.48159500479112,amitshekhariitbhu/Fast-Android-Networking,5841,10,9.47
FastBle,4713,4.380952380952381,2.0,5.916698911329358,1.2952380952380953,1.0,0.5704891545488621,26.066666666666663,0.0,184.24478213395827,Jasonchenlijian/FastBle,5443,9,9.05
FastHub,40321,8.07387580299786,5.0,7.858740982375873,1.4379014989293362,1.0,0.6835208382103996,34.75695931477516,1.0,131.60347499201006,k0shk0sh/FastHub,5730,63,8.56
fastjson2,412213,2.644039211552651,2.0,4.364058353749256,1.1854116158954358,1.0,0.9660514611768836,284.10403710340466,0.0,20621.16789784841,alibaba/fastjson2,4147,58,3.4
fastjson,206496,1.8523786944839573,1.0,2.778813119923913,1.5043464517148728,1.0,0.7131871167597933,126.12122648964754,0.0,3281.9663386059483,alibaba/fastjson,25755,84,13.86
feign,37446,5.135525260625501,3.0,6.316561852495384,1.6824378508420208,1.0,3.2479460590772304,13.266238973536488,0.0,79.8206537468547,OpenFeign/feign,9734,39,12.21
fernflower,55184,4.421203438395415,1.0,7.851396552075997,1.2277936962750715,1.0,0.6255910287744048,37.56590257879656,0.0,507.3564867914437,fesh0r/fernflower,3783,0,10.94
FileDownloader,14387,4.5278810408921935,2.0,5.449579229338784,1.687732342007435,1.0,2.503556810661841,42.01486988847584,1.0,232.44795550158608,lingochamp/FileDownloader,11112,65,9.72
FirebaseUI-Android,13274,9.788732394366198,7.0,8.4182461985188,1.9577464788732395,1.0,1.6681308785822024,12.338028169014084,1.0,34.470530728111065,firebase/FirebaseUI-Android,4733,66,10.18
FizzBuzzEnterpriseEdition,894,2.901098901098901,2.0,2.836488224136572,1.0,1.0,0.0,0.2307692307692307,0.0,0.716114874039433,EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,22771,0,12.8
FlatLaf,73530,3.8156028368794326,2.0,5.397921366595164,3.684397163120568,2.0,4.209700553315361,64.82624113475177,3.0,358.9754478219789,JFormDesigner/FlatLaf,3909,87,6.06
FlexibleAdapter,15853,6.024539877300613,4.0,7.617753289011864,2.113496932515337,1.0,1.6406383499647863,102.30981595092024,1.0,1467.2018556617206,davideas/FlexibleAdapter,3569,30,10.36
